,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Edition:,Notes:,Series:,Scale:
956,['Map'],['VA0000967733 / 1999-05-20 '],"['Sanborn map, Saint Louis, MO, vol. 8, 1995; Sanborn fire insurance map.']","['St. Louis, MO : vol. 8.']",['Saint Louis'],['Map.'],"['Sanborn Library, LLC']",['1995'],['1995-08-01  '],['map & technical drawing: Sanborn Map Company.'],['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['St. Louis, MO : vol. 8.']","['Sanborn map, Saint Louis, MO, vol. 8, 1995', 'Sanborn fire insurance map.', 'Saint Louis, MO, vol. 8, 1995']","['Sanborn Library, LLC', 'Sanborn Map Company.']",['Rev. Aug. 1995.'],[],[],[]
957,['Map'],['VA0000855516 / 1997-06-10 '],"['Sanborn map Stockton, California, vol. 1; Sanborn fire insurance map.']","['Stockton, California : vol. 1.']","['Stockton, CA']",['Map.'],['Sanborn Map Company'],['1972'],['1972-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Stockton, California : vol. 1']","['Sanborn map Stockton, California, vol. 1', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['Rev. 1972.'],[],[],[]
958,['Map'],['VA0000855538 / 1997-06-10 '],"['Sanborn map Stockton, California, vol. 2; Sanborn fire insurance map.']","['Stockton, California : vol. 2.']","['Stockton, CA']",['Map.'],['Sanborn Map Company'],['1972'],['1972-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Stockton, California : vol. 2']","['Sanborn map Stockton, California, vol. 2', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['Rev. 1972.'],[],[],[]
959,['Text'],"['RE0000822868 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Syracuse, NY.  Vol. 1, 1968.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Syracuse, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Syracuse, NY']",[],[],[],[]
960,['Text'],"['RE0000822867 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Syracuse, NY.  Vol. 1A, 1968.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Syracuse, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Syracuse, NY']",[],[],[],[]
961,['Text'],"['RE0000822871 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Syracuse, NY.  Vol. 4, 1968.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Syracuse, NY']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Syracuse, NY']",[],[],[],[]
962,['Text'],"['RE0000822870 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Syracuse, NY.  Vol. 4, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Syracuse, NY']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Syracuse, NY']",[],[],[],[]
963,['Text'],"['RE0000823285 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Syracuse, NY.  Vol. 5, 1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Syracuse, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Syracuse, NY']",[],[],[],[]
964,['Map'],['VA0000855519 / 1997-06-10 '],"['Sanborn map Tampa, Florida; Sanborn fire insurance map.']","['Tampa, Florida : vol. 1.']",['Tampa'],['Map.'],['Sanborn Map Company'],['1976'],['1976-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Tampa, Florida : vol. 1']","['Sanborn map Tampa, Florida', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['Rev. 1976.'],[],[],[]
965,['Text'],"['RE0000794202 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Topeka, Kansas.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Topeka, Kansas']",[],"['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],['Sanborn map'],[]
966,['Text'],"['RE0000822874 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Trenton, NJ.  Vol. 1, 1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Trenton, NJ']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Trenton, NJ']",[],[],[],[]
967,['Text'],"['RE0000822872 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Trenton, NJ.  Vol. 2, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Trenton, NJ']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Syracuse, NY']",[],[],[],[]
968,['Text'],"['RE0000822878 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Trenton, NJ.  Vol. 4, 1968.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Trenton, NJ']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Trenton, NJ']",[],[],[],[]
969,['Text'],"['RE0000823296 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-09-01  ']",[],"['Troy, NY.  Vol. 2, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Troy, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Troy, NY']",[],[],[],[]
970,['Map'],['VA0000992573 / 2000-02-11 '],[],"['Ventnor City, New Jersey.']","['Ventnor City, NJ']",[],['Sanborn Map Company'],['1990'],['1990-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],"['Insurance maps of Ventnor City, New Jersey']",['Sanborn Map Company'],['Rev. to 1990.'],"['At head of title Insurance maps of Ventnor City, New Jersey.']",[],[]
971,['Text'],"['RE0000823295 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-01-01  ']",[],"['Vineyard Haven, MA.  1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Vineyard Haven, MA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Vineyard Haven, MA']",[],[],[],[]
972,['Map'],['VA0001058448 / 1998-11-03 '],"['Sanborn map, Waialua, HI, 1990; Sanborn fire insurance map.']","['Waialua, Hawaii.']","['Waialua, HI']",[],"['EDR Sanborn, Inc.']",['1990'],['1990-06-01  '],"['Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map, Waialua, HI, 1990', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. 1990.'],[],[],[]
973,['Map'],['VA0000855527 / 1997-06-10 '],"['Sanborn map Waialu, Hawaii; Sanborn fire insurance map.']","['Waialua, Hawaii.']","['Waialua, HI']",['Map.'],['Sanborn Map Company'],['1974'],['1974-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map Waialu, Hawaii', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['Rev. 1974.'],[],[],[]
974,['Map'],['VA0000855526 / 1997-06-10 '],"['Sanborn map Wailuku, Hawaii; Sanborn fire insurance map.']","['Wailuku, Hawaii.']","['Wailuku, HI']",['Map.'],['Sanborn Map Company'],['1975'],['1975-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map Wailuku, Hawaii', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['Rev. 1975.'],[],[],[]
975,['Map'],['VA0000996820 / 2000-01-10 '],"['Sanborn Waipahu, HI, 1980.']","['Waipahu, Hawaii, 1980.']","['Waipahu, HI']",['4 p.'],['Sanborn Map Company'],['1980'],['1980-02-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],['Sanborn Map Company'],['Rev. 1980.'],[],[],[]
976,['Map'],['VA0000996819 / 2000-01-10 '],"['Sanborn Waipahu, HI, 1981.']","['Waipahu, Hawaii, 1981.']","['Waipahu, HI']",['4 p.'],['Sanborn Map Company'],['1981'],['1981-03-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],['Sanborn Map Company'],['Rev. 1981.'],[],[],[]
977,['Map'],['VAu000597976 / 2003-03-28 '],[],"['A walk about Harlem’s historic Sugarhill, Harlem, NYC.']","['Harlem, NY']",['Map.'],"['Derek K. Jones a.k.a. Agile, & Jose Ortiz']",['2002'],[],[],['Preexisting material: aerial map by Sanborn Map Company.'],['New Matter: adaptaton of desing & additional artistic work.'],[],[],[],"['Jones, Derek K.', 'Ortiz, Jose', 'Agile', 'Sanborn Map Company']",[],['Includes text & photoprints.'],[],[]
978,['Text'],"['RE0000823287 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-04-01  ']",[],"['Warwick, VA.  1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Warwick, VA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Warwick, VA']",[],[],[],[]
979,['Map'],['VA0000936863 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 1; Sanborn fire insurance map.']","['Washington, DC : vol. 1.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1994'],['1994-12-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 1.']","['Sanborn map, Washington, District of Columbia, vol. 1', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Maps.'],[],[]
980,['Map'],['VA0000992804 / 2000-02-11 '],"['Sanborn map, Washington, DC, vol. 1, 1990.']","['Washington, DC : vol. 1.']","['Washington, DC']",['4 p.'],['Sanborn Map Company'],['1990'],['1990-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 1.']","['Sanborn map, Washington, DC, vol. 1, 1990.']",['Sanborn Map Company'],[],['Maps.'],[],[]
981,['Map'],['VA0000936862 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 10; Sanborn fire insurance map.']","['Washington, DC : vol. 10.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1995'],['1995-01-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 10.']","['Sanborn map, Washington, District of Columbia, vol. 10', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Maps.'],[],[]
982,['Map'],['VA0000936898 / 1998-08-24 '],"['Sanborn map Washington, DC; Sanborn fire insurance map.']","['Washington, DC : vol. 10.']","['Washington, DC']",['Map.'],"['EDR Sanborn, Inc.']",['1992'],['1992-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 10']","['Sanborn map Washington, DC', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
983,['Map'],['VA0000936872 / 1998-12-24 '],"['Sanborn map, Washington, Dicstict of Columbia, vol. 10; Sanborn fire insurance map.']","['Washington, DC : vol. 10.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1990'],['1990-02-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 10.']","['Sanborn map, Washington, Dicstict of Columbia, vol. 10', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Maps.'],[],[]
984,['Map'],['VA0000994834 / 1999-11-29 '],"['Sanborn map, Washington, DC, 1989, vol. 10.']","['Washington, DC : vol. 10.']",['District of Columbia'],[],['Sanborn Map Company'],['1989'],['1989-02-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 10']","['Sanborn map, Washington, DC, 1989, vol. 10']",['Sanborn Map Company'],[],[],[],[]
985,['Map'],['VA0000936879 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 2; Sanborn fire insurance map.']","['Washington, DC : vol. 2.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1990'],['1990-01-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 2.']","['Sanborn map, Washington, District of Columbia, vol. 2', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Maps.'],[],[]
986,['Map'],['VA0000994833 / 1999-11-29 '],"['Sanborn map, Washington, DC, vol. 3, 1988.']","['Washington, DC : vol. 3.']",['District of Columbia'],[],['Sanborn Map Company'],['1988'],['1988-11-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 3']","['Sanborn map, Washington, DC, vol. 3, 1988']",['Sanborn Map Company'],[],[],[],[]
987,['Map'],['VA0000936865 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 4; Sanborn fire insurance map.']","['Washington, DC : vol. 4.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1994'],['1994-10-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 4.']","['Sanborn map, Washington, District of Columbia, vol. 4', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Maps.'],[],[]
988,['Map'],['VA0000936895 / 1998-08-24 '],"['Sanborn map Washington, DC; Sanborn fire insurance map.']","['Washington, DC : vol. 4.']","['Washington, DC']",['Map.'],"['EDR Sanborn, Inc.']",['1991'],['1991-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 4']","['Sanborn map Washington, DC', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
989,['Map'],['VA0000936897 / 1998-08-24 '],"['Sanborn map Washington, DC; Sanborn fire insurance map.']","['Washington, DC : vol. 4.']","['Washington, DC']",['Map.'],"['EDR Sanborn, Inc.']",['1990'],['1990-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 4']","['Sanborn map Washington, DC', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
990,['Map'],['VA0000994829 / 1999-11-29 '],"['Sanborn map, Washington, DC, vol. 4, 1989.']","['Washington, DC : vol. 4.']",['District of Columbia'],[],['Sanborn Map Company'],['1989'],['1989-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 4']","['Sanborn map, Washington, DC, vol. 4, 1989']",['Sanborn Map Company'],[],[],[],[]
991,['Map'],['VA0000994762 / 1999-11-29 '],"['Sanborn Map, Washington, DC, vol. 5, 1989.']","['Washington, DC : vol. 5.']","['Washington, DC']",['Map.'],['Sanborn Map Company'],['1989'],['1989-07-01  '],[],['Appl identifies prev. pub. map versions as preexisting material.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 5.']","['Sanborn Map, Washington, DC, vol. 5, 1989.', 'Washington, DC, vol. 5, 1989']",['Sanborn Map Company'],['Rev. July 1989.'],[],[],[]
992,['Map'],['VA0000994765 / 1999-11-29 '],"['Sanborn Map, Washington, DC, vol. 6, 1989.']","['Washington, DC : vol. 6.']","['Washington, DC']",['Map.'],['Sanborn Map Company'],['1989'],['1989-01-01  '],[],['Appl identifies prev. pub. map versions as preexisting material.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 6.']","['Sanborn Map, Washington, DC, vol. 6, 1989.', 'Washington, DC, vol. 6, 1989']",['Sanborn Map Company'],['Rev. Jan. 1989.'],[],[],[]
993,['Map'],['VA0000936896 / 1998-08-24 '],"['Sanborn map Washington, DC; Sanborn fire insurance map.']","['Washington, DC : vol. 7.']","['Washington, DC']",['Map.'],"['EDR Sanborn, Inc.']",['1991'],['1991-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 7']","['Sanborn map Washington, DC', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
994,['Map'],['VA0000994764 / 1999-11-29 '],"['Sanborn Map, Washington, DC, vol. 7, 1989.']","['Washington, DC : vol. 7.']","['Washington, DC']",['Map.'],['Sanborn Map Company'],['1989'],['1989-01-01  '],[],['Appl identifies prev. pub. map versions as preexisting material.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 7.']","['Sanborn Map, Washington, DC, vol. 7, 1989.', 'Washington, DC, vol. 7, 1989']",['Sanborn Map Company'],['Rev. Jan. 1989.'],[],[],[]
995,['Map'],['VA0000936795 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 9; Sanborn fire insurance map.']","['Washington, DC : vol. 9.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1995'],['1995-01-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 9.']","['Sanborn map, Washington, District of Columbia, vol. 9', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
996,['Map'],['VA0000936796 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 9; Sanborn fire insurance map.']","['Washington, DC : vol. 9.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1992'],['1992-01-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 9.']","['Sanborn map, Washington, District of Columbia, vol. 9', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
997,['Map'],['VA0000936797 / 1998-08-24 '],"['Sanborn map, Washington, District of Columbia, vol. 9; Sanborn fire insurance map.']","['Washington, DC : vol. 9.']","['Washington, DC']",['4 p.'],"['EDR Sanborn, Inc.']",['1990'],['1990-02-01  '],"['map: Sanborn Map Company, employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Washington, DC : vol. 9.']","['Sanborn map, Washington, District of Columbia, vol. 9', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
998,['Map'],['VA0000994836 / 1999-11-29 '],"['Sanborn map, Washington, DC, 1989, vol. 9.']","['Washington, DC : vol. 9.']",['District of Columbia'],[],['Sanborn Map Company'],['1989'],['1989-02-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Washington, DC : vol. 9']","['Sanborn map, Washington, DC, 1989, vol. 9']",['Sanborn Map Company'],[],[],[],[]
999,['Map'],['VA0000970446 / 1998-08-24 '],"['Sanborn Map Waterbury, CT : vol. 3, 1977; Sanborn fire insurance map.']","['Waterbury, Connecticut : vol. 3, 1977.']","['Waterbury, CT']",[],"['Sanborn Library, LLC']",['1977'],['1977-01-01  '],['Sanborn Map Company.'],['Other map versions prev. pub.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Waterbury, Connecticut : vol. 3, 1977.']","['Sanborn Map Waterbury, CT : vol. 3, 1977', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company.']",['Ed. of 1922.'],[],[],[]
1000,['Map'],['VA0000990079 / 1997-09-16 '],"['Sanborn Map Waterbury, CT, vol. 3; Sanborn fire insurance map.']","['Waterbury, CT : vol. 3.']","['Waterbury, CT']",['Map.'],['Sanborn Map Company'],['1977'],['1977-01-01  '],[],['Other map versions prev. pub.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],"['Waterbury, CT : vol. 3.']","['Sanborn Map Waterbury, CT, vol. 3', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['Rev. to 1977.'],[],[],[]
1001,['Text'],"['RE0000822869 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['West Orange, NJ.  1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['West Orange, NJ']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'West Orange, NJ']",[],[],[],[]
1002,['Map'],['VA0000992586 / 2000-02-11 '],[],"['West Palm Beach, Florida : vol. 1.']","['West Palm Beach, FL']",[],['Sanborn Map Company'],['1986'],['1986-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['West Palm Beach, Florida : vol. 1']","['Insurance maps of West Palm Beach, Florida']",['Sanborn Map Company'],['Rev. to 1986.'],"['At head of title Insurance maps of West Palm Beach, Florida.']",[],[]
1003,['Map'],['VA0000996039 / 1999-02-25 '],"['Sanborn map, White Plains, NY, vol. 2, 1995; Sanborn fire insurance map.']","['White Plains, NY : vol. 2.']","['White Plains, NY']",['5 p.'],"['Sanborn Library, LLC']",['1995'],['1995-07-01  '],['Sanborn Map Company.'],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['White Plains, NY : vol. 2.']","['Sanborn map, White Plains, NY, vol. 2, 1995', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company']",[],['Maps.'],[],[]
1004,['Map'],['VA0001078427 / 1999-09-16 '],[],"['White Plains, NY : vol. 2, 1990.']","['White Plains, NY']",['Map.'],['Sanborn Map Company'],['1990'],['1990-07-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['White Plains, NY : vol. 2, 1990.']",[],"['Sanborn Map Company', 'Sanborn Map Company, Inc.']",[],[],[],[]
1005,['Text'],"['RE0000805735 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Wilkes-Barre, PA.  Vol. 1, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Wilkes-Barre, PA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
1006,['Text'],"['RE0000805734 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Dec65  ']",[],"['Wilkes-Barre, PA.  Vol. 2, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Wilkes-Barre, PA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
1007,['Text'],"['RE0000805756 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Mar68  ']",[],"['Williamsport, PA.  Vol. 1, 1968.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Williamsport, PA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
1008,['Text'],"['RE0000805753 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan65  ']",[],"['Williamsport, PA.  Vol. 2, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Williamsport, PA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
1009,['Text'],"['RE0000813836 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Woonsocket, Rhode Island, 1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Woonsocket, Rhode Island, 1967.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
1010,['Map'],['VA0000992587 / 2000-02-11 '],[],"['Worchester, Mass. : vol. 1.']","['WOrchester, MA']",[],['Sanborn Map Company'],['1978'],['1978-07-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Worchester, Mass. : vol. 1']",[],['Sanborn Map Company'],['Rev. July 1978.'],[],[],[]
