,Type of Work:,Registration Number / Date:,Title:,Copyright Claimant:,Basis of Claim:,Variant title:,Names:,Other Title:,Copyright Note:,Area Covered:,Edition:,Notes:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Description:,Application Title:,Series:,Scale:
122,['Text'],"['RE0000820197 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Dec66  ']","['Sanborn Map Long Beach, NY.  Vol. 2, 1966.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Long Beach, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Long Beach, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
123,['Text'],"['RE0000820475 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan68  ']","['Sanborn Map Long Beach, NY.  Vol. 2, 1968.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Long Beach, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Long Beach, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
124,['Text'],"['RE0000652604 / 1999-10-15 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Oct66  ']","['Sanborn Map Los Angeles, CA 1966.  Vol. 41.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Los Angeles, CA 1966.']","['Sanborn Map Company', 'Sanborn Library, LLC']","['Los Angeles, CA 1966']",['C.O. correspondence.'],[],[],[],[],[],[],[],[],[],[],[]
125,['Text'],"['RE0000652605 / 1999-10-15 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Nov66  ']","['Sanborn Map Los Angeles, CA 1966.  Vol. 42.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Los Angeles, CA 1966.']","['Sanborn Map Company', 'Sanborn Library, LLC']","['Los Angeles, CA 1966']",['C.O. correspondence.'],[],[],[],[],[],[],[],[],[],[],[]
126,['Text'],"['RE0000819593 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Feb66  ']","['Sanborn Map Los Angeles, CA.  Vol. 10, 1966.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Los Angeles, CA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Los Angeles']",[],[],[],[],[],[],[],[],[],[],[],[],[]
127,['Text'],"['RE0000813392 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-07-01  ']","['Sanborn map, Los Angeles, CA, vol. 15, 1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Los Angeles, CA, vol. 15, 1970']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
128,['Text'],"['RE0000813391 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-07-01  ']","['Sanborn map, Los Angeles, CA, vol. 2, 1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Los Angeles, CA, vol. 2, 1970']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
129,['Text'],"['RE0000813409 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-04-01  ']","['Sanborn map, Los Angeles, CA, vol. 5, 1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Los Angeles, CA, vol. 5, 1970']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
130,['Text'],"['RE0000813390 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-04-01  ']","['Sanborn map, Los Angeles, CA, vol. 5A, 1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Los Angeles, CA, vol. 5A, 1970']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
131,['Text'],"['RE0000804837 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']","['Sanborn Map Lubbock, Texas.  Vol. 1, 1967.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Lubbock, Texas.']","['Sanborn Map Company', 'Sanborn Library, LLC']","['Lubbock, Texas']",[],[],[],[],[],[],[],[],[],[],[],[]
132,['Text'],"['RE0000804208 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Nov67  ']","['Sanborn Map Lynchburg, VA.  Vol. 1, 1967.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Lynchburg, VA.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']","['Lynchburg,VA']",[],[],[],[],[],[],[],[],[],[],[],[]
133,['Text'],"['RE0000820193 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr71  ']","['Sanborn Map Lynchburg, VA.  Vol. 1, 1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Lynchburg, VA.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Lynchburg, VA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
134,['Text'],"['RE0000804209 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Dec65  ']","['Sanborn Map Lynchburg, VA.  Vol. 2, 1965.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Lynchburg, VA.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']","['Lynchburg,VA']",[],[],[],[],[],[],[],[],[],[],[],[]
135,['Text'],"['RE0000820480 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr71  ']","['Sanborn Map Lynchburg, VA.  Vol. 2, 1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Lynchburg, VA.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Lynchburg, VA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
136,['Text'],"['RE0000821129 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr71  ']","['Sanborn Map Manchester, NH.  Vol. 1, 1971.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Manchester, NH.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Manchester, NH']",[],[],[],[],[],[],[],[],[],[],[],[],[]
137,['Text'],"['RE0000804436 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn Map Marion, Indiana.  1969.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Marion, Indiana.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']","['Marion, Indiana']",[],[],[],[],[],[],[],[],[],[],[],[]
138,['Text'],"['RE0000820555 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']","['Sanborn Map Medford, MA.  1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Medford, MA.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Medford, MA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
139,['Text'],"['RE0000813394 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-09-01  ']","['Sanborn map, Memphis, Tennessee, vol. 1A, 1965.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Memphis, Tennessee, vol. 1A, 1965']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
140,['Text'],"['RE0000813393 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']","['Sanborn map, Memphis, Tennessee, vol. 3, 1964.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Memphis, Tennessee, vol. 3, 1964']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
141,['Text'],"['RE0000813285 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb64  ']","['Sanborn Map Memphis, Tennessee.  Vol. 4, 1964.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Memphis, Tennessee.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
142,['Text'],"['RE0000813286 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb64  ']","['Sanborn Map Memphis, Tennessee.  Vol. 5, 1964.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Memphis, Tennessee.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
143,['Text'],"['RE0000813287 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb64  ']","['Sanborn Map Memphis, Tennessee.  Vol. 6, 1964.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Memphis, Tennessee.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
144,['Text'],"['RE0000813408 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']","['Sanborn map, Memphis, Tennessee, vol. 7, 1969.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Memphis, Tennessee, vol. 7, 1969']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
145,['Text'],"['RE0000813406 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-03-01  ']","['Sanborn map, Memphis, Tennessee, vol. 8, 1964.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Memphis, Tennessee, vol. 8, 1964']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
146,['Text'],"['RE0000813407 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-04-01  ']","['Sanborn map, Memphis, Tennessee, vol. 9, 1964.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Memphis, Tennessee, vol. 9, 1964']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
147,['Text'],"['RE0000813395 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-12-01  ']","['Sanborn map, Memphis, TN, vol. 1A, 1969.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Memphis, TN, vol. 1A, 1969']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
148,['Text'],"['RE0000819604 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan64  ']","['Sanborn Map Memphis, TN.  Vol. 3, 1964.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Memphis, TN.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Memphis']",[],[],[],[],[],[],[],[],[],[],[],[],[]
149,['Text'],"['RE0000821130 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan68  ']","['Sanborn Map Milwaukee, WI.  Vol. 9, 1968.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Milwaukee, WI.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Milwaukee, WI']",[],[],[],[],[],[],[],[],[],[],[],[],[]
150,['Text'],"['RE0000813282 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Sep69  ']","['Sanborn Map Missoula, Montana.  1969.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Missoula, Montana.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
151,['Text'],"['RE0000819605 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Moline, IL.  Vol. 1, 1970.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Moline, IL.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Moline, IL']",[],[],[],[],[],[],[],[],[],[],[],[],[]
152,['Text'],"['RE0000820552 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Oct71  ']","['Sanborn Map Mt. Kisco, NY.  1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Mt. Kisco, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Mt. Kisco, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
153,['Text'],"['RE0000804201 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Dec66  ']","['Sanborn Map Munice, Indiana.  Vol. 2, 1966.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Munice, Indiana.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']","['Munice, Indiana']",[],[],[],[],[],[],[],[],[],[],[],[]
154,['Text'],"['RE0000813281 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb70  ']","['Sanborn Map Napa, California.  1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Napa, California.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
155,['Entry not found.'],"['RE0000819597 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Nashua, NH.  1970.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Nashua, NH.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Nashua, NH']",[],[],[],[],[],[],[],[],[],[],[],[],[]
156,['Text'],"['RE0000813397 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']","['Sanborn map, Nashville, Tennessee, vol. 1, 1968.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Nashville, Tennessee, vol. 1, 1968']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
157,['Text'],"['RE0000813272 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']","['Sanborn Map Nashville, Tennessee.  Vol. 1A, 1969.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Nashville, Tennessee.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
158,['Text'],"['RE0000823345 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn map Nassau County, NY.  Vol. 1 east 1969.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions and revisions.'],"['Sanborn map Nassau County, NY']","['Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
159,['Text'],"['RE0000823344 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn map Nassau County, NY.  Vol. 1A, 1969.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions and revisions.'],"['Sanborn map Nassau County, NY']","['Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
160,['Text'],"['RE0000823346 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn map Nassau County, NY.  Vol. 1W, 1969.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions and revisions.'],"['Sanborn map Nassau County, NY']","['Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
161,['Text'],"['RE0000821141 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Nassau County, NY.  Vol. 2N, 1970.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Nassau County, NY.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Nassau County, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
162,['Text'],"['RE0000821143 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Nassau County, NY.  Vol. 2S, 1971.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Nassau County, NY.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Nassau County, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
163,['Text'],"['RE0000823347 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Oct69  ']","['Sanborn map Nassau County, NY.  Vol. 7, 1969.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions and revisions.'],"['Sanborn map Nassau County, NY']","['Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
164,['Text'],"['RE0000803535 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn Map New Albany, Indiana.  1969.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map New Albany, Indiana']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']","['New Albany, IN']",[],[],[],[],[],[],[],[],[],[],[],[]
165,['Text'],"['RE0000803536 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn Map New Saginaw, Michigan.  Vol. 1, 1969.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map New Saginaw, Michigan.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']","['Saginaw, MI']",[],[],[],[],[],[],[],[],[],[],[],[]
166,['Text'],"['RE0000823351 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']","['Sanborn map Newburgh, NY, 1969.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions and revisions.'],[],"['Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
167,['Text'],"['RE0000819902 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Nov71  ']","['Sanborn Map Newburgh, NY.  1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Newburgh, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Newburgh, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
168,['Text'],"['RE0000820481 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Newport News, VA.  1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Newport News, VA.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Newport News, VA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
169,['Text'],"['RE0000820190 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Niagana Falls, NY.  Vol. 1, 1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Niagana Falls, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Niagara Falls, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
170,['Text'],"['RE0000822864 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']","['Sanborn Map Niagara Falls, NY.  Vol. 1, 1969.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Niagara Falls, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Niagara Falls, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
171,['Text'],"['RE0000821132 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Norfolk, VA.  Vol. 1, 1970.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Norfolk, VA.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Norfolk, VA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
172,['Text'],"['RE0000821133 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']","['Sanborn Map Norfolk, VA.  Vol. 2, 1970.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Norfolk, VA.']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Norfolk, VA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
173,['Text'],"['RE0000820554 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Mar70  ']","['Sanborn Map North Adams, MA.  1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map North Adams, MA.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'North Adams, MA']",[],[],[],[],[],[],[],[],[],[],[],[],[]
174,['Text'],"['RE0000813275 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan70  ']","['Sanborn Map North Hollywood, CA.  1970.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map North Hollywood, CA.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],[],[]
175,['Text'],"['RE0000820550 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']","['Sanborn Map Oneonta, NY.  1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Oneonta, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Oneonta, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
176,['Map'],['VA0001003774 / 1999-08-13 '],"['[Sanborn Map Ontario, CA, 1978 ; Sanborn fire insurance map]']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Sanborn Map Ontario, CA, 1978']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Sanborn fire insurance map'],['C.O. correspondence.'],"['Ontario, CA']",['Rev. to 1978.'],['Titles from appl.'],['1978'],['1978-01-01 '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],[],[],[],[]
177,['Text'],"['RE0000819594 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Aug67  ']","['Sanborn Map Oshkosh, WI.  Vol. 1, 1967.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Oshkosh, WI']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Oshkosh, WI']",[],[],[],[],[],[],[],[],[],[],[],[],[]
178,['Text'],"['RE0000819592 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr66  ']","['Sanborn Map Oshkosh, WI.  Vol. 2, 1966.  By Sanborn Map Company, Inc.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Oshkosh, WI']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Oshkosh, WI']",[],[],[],[],[],[],[],[],[],[],[],[],[]
179,['Text'],"['RE0000820547 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Nov71  ']","['Sanborn Map Ossining, NY.  1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Ossining, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Ossining, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
180,['Text'],"['RE0000820187 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']","['Sanborn Map Peekskill, NY.  1971.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Peekskill, NY.']","['Sanborn Map Company.', 'Sanborn Library, LLC', 'Peekskill, NY']",[],[],[],[],[],[],[],[],[],[],[],[],[]
