,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Edition:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Notes:,Date in Notice:,Imprint:,Scale:,Series:,Copyright Notice:,Cancelled Registration Number:
92,['Map'],['VA0000993393 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. one NW, 1990; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 1NW, 1990.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1990'],['1990-09-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Chicago, Ill. : vol. 1NW, 1990']","['Sanborn map, Chicago, Illinois, vol. one NW, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
93,['Map'],['VA0000993389 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 1NW, 1994; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 1NW, 1994.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1994'],['1994-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Chicago, Ill. : vol. 1NW, 1994']","['Sanborn map, Chicago, Illinois, vol. 1NW, 1994', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
94,['Map'],['VA0000993390 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 1S, 1990; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 1S, 1990.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1990'],['1990-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Chicago, Ill. : vol. 1S, 1990']","['Sanborn map, Chicago, Illinois, vol. 1S, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
95,['Map'],['VA0000993388 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 4, 1994; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 4.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1994'],['1994-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Chicago, Ill. : vol. 4.']","['Sanborn map, Chicago, Illinois, vol. 4, 1994', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
96,['Map'],['VA0000993375 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 46A, 1991; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 46A.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Chicago, Ill. : vol. 46A.']","['Sanborn map, Chicago, Illinois, vol. 46A, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
97,['Map'],['VA0000993405 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 48, 1989; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 48.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1989'],['1989-11-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Chicago, Ill. : vol. 48']","['Sanborn map, Chicago, Illinois, vol. 48, 1989', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
98,['Map'],['VA0000993421 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 8, 1991; Sanborn fire insurance map.']","['Chicago, Ill. : vol. 8.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Ill. : vol. 8']","['Sanborn map, Chicago, Illinois, vol. 8, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
99,['Map'],['VA0001063086 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois, vol. 14, 1988.']","['Chicago, Illinois : vol. 14, 1988.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1988'],['1988-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 14, 1988.']","['Sanborn map--Chicago, Illinois, vol. 14, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
100,['Map'],['VA0001063117 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois : vol. 16, 1988.']","['Chicago, Illinois : vol. 16, 1988.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1988'],['1988-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 16, 1988.']","['Sanborn map--Chicago, Illinois : vol. 16, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
101,['Map'],['VA0001063120 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois : vol. 17S, 1988.']","['Chicago, Illinois : vol. 17S, 1988.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1099'],['1988-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 17S, 1988.']","['Sanborn map--Chicago, Illinois : vol. 17S, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
102,['Map'],['VA0001063110 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois, vol. 25, 1988.']","['Chicago, Illinois : vol. 25, 1988.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1988'],['1988-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 25, 1988.']","['Sanborn map--Chicago, Illinois, vol. 25, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
103,['Map'],['VA0001063113 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois : vol. 2N, 1988.']","['Chicago, Illinois : vol. 2N, 1988.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1988'],['1988-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 2N, 1988.']","['Sanborn map--Chicago, Illinois : vol. 2N, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
104,['Map'],['VA0000992568 / 2000-02-11 '],[],"['Chicago, Illinois : vol. 4.']",['Chicago'],['Rev. to 1988.'],[],"['Sanborn Map Company, Inc.']",['1988'],['1988-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 4']","['Insurance maps Chicago, Illinois']","['Sanborn Map Company, Inc.']","['At head of title Insurance maps Chicago, Illinois.']",[],[],[],[],[],[]
105,['Map'],['VA0001063116 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois : vol. 41, 1987.']","['Chicago, Illinois : vol. 41, 1987.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1987'],['1987-07-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 41, 1987.']","['Sanborn map--Chicago, Illinois : vol. 41, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
106,['Map'],['VA0001063118 / 1999-10-15 '],"['Sanborn map--Chicago, Illinois : vol. 44, 1986.']","['Chicago, Illinois : vol. 44, 1986.']",['Chicago'],[],['Map.'],"['Sanborn Library, LLC']",['1986'],['1986-04-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 44, 1986.']","['Sanborn map--Chicago, Illinois : vol. 44, 1986.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
107,['Map'],['VA0000992574 / 2000-02-11 '],[],"['Chicago, Illinois : vol. 8.']",['Chicago'],['Rev. to 1988.'],[],"['Sanborn Map Company, Inc.']",['1988'],['1988-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Illinois : vol. 8']","['Insurance maps Chicago, Illinois']","['Sanborn Map Company, Inc.']","['At head of title Insurance maps Chicago, Illinois.']",[],[],[],[],[],[]
108,['Map'],['VA0000993410 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, stockyards, 1991; Sanborn fire insurance map.']",['Chicago packing houses : union stock yards.'],['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],['Chicago packing houses : union stock yards.'],"['Sanborn map, Chicago, Illinois, stockyards, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
109,['Map'],['VA0001063077 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 12, 1988.']",['Chicago : vol. 12.'],['Chicago'],['Rev. to 1988.'],['4 p.'],"['Sanborn Library, LLC']",['1988'],['1988-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 12.'],"['Sanborn Map Chicago, IL, vol. 12, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
110,['Map'],['VA0001063061 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 13, 1988.']",['Chicago : vol. 13.'],['Chicago'],['Rev. to 1988.'],['4 p.'],"['Sanborn Library, LLC']",['1988'],['1988-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 13.'],"['Sanborn Map Chicago, IL, vol. 13, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
111,['Map'],['VA0000993422 / 1999-07-06 '],"['Sanborn map, Chicago, Illinois, vol. 18, 1991; Sanborn fire insurance map.']",['Chicago : vol. 18.'],['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-04-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],['Chicago : vol. 18'],"['Sanborn map, Chicago, Illinois, vol. 18, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
112,['Map'],['VA0001063056 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 25, 1987.']",['Chicago : vol. 25.'],['Chicago'],['Rev. to 1987.'],['5 p.'],"['Sanborn Library, LLC']",['1987'],['1987-03-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 25.'],"['Sanborn Map Chicago, IL, vol. 25, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
113,['Map'],['VA0001063057 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 27, 1987.']",['Chicago : vol. 27.'],['Chicago'],['Rev. to 1987.'],['5 p.'],"['Sanborn Library, LLC']",['1987'],['1987-04-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 27.'],"['Sanborn Map Chicago, IL, vol. 27, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
114,['Map'],['VA0001063058 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 28, 1987.']",['Chicago : vol. 28.'],['Chicago'],['Rev. to 1987.'],['5 p.'],"['Sanborn Library, LLC']",['1987'],['1987-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 28.'],"['Sanborn Map Chicago, IL, vol. 28, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
115,['Map'],['VA0001063059 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 29, 1987.']",['Chicago : vol. 29.'],['Chicago'],['Rev. to 1987.'],['5 p.'],"['Sanborn Library, LLC']",['1987'],['1987-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 29.'],"['Sanborn Map Chicago, IL, vol. 29, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
116,['Map'],['VA0001063054 / 1999-10-15 '],"['Sanborn Map Chicago, IL, vol. 33, 1983.']",['Chicago : vol. 33.'],['Chicago'],['Rev. to 1983.'],['5 p.'],"['Sanborn Library, LLC']",['1983'],['1983-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],['Chicago : vol. 33.'],"['Sanborn Map Chicago, IL, vol. 33, 1983.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
117,['Map'],['VA0000993334 / 1999-07-06 '],"['Sanborn map--Chicago, Illinois, vol. 5, 1990; Sanborn fire insurance map.']","['Chicago : vol. 5, 1990.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1990'],['1990-01-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago : vol. 5, 1990']","['Sanborn map--Chicago, Illinois, vol. 5, 1990', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
118,['Map'],['VA0000993333 / 1999-07-06 '],"['Sanborn map--Chicago, Illinois, vol. 5, 1992; Sanborn fire insurance map.']","['Chicago : vol. 5, 1992.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1992'],['1992-12-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago : vol. 5, 1992']","['Sanborn map--Chicago, Illinois, vol. 5, 1992', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
119,['Map'],['VA0000993332 / 1999-07-06 '],"['Sanborn map--Chicago, Illinois, vol. 6, 1991; Sanborn fire insurance map.']","['Chicago : vol. 6, 1991.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-12-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago : vol. 6, 1991']","['Sanborn map--Chicago, Illinois, vol. 6, 1991', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
120,['Map'],['VA0000936848 / 1998-08-24 '],"['Sanborn map, Cincinnati, Ohio, vol. 1; Sanborn fire insurance map.']","['Cincinnati, Ohio : vol. 1.']",['Cincinnati'],['Rev. May 1981.'],['4 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 1.']","['Sanborn map, Cincinnati, Ohio, vol. 1', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
121,['Map'],['VA0000936857 / 1998-08-24 '],"['Sanborn map, Cincinnati, Ohio, vol. 10.']","['Cincinnati, Ohio : vol. 10.']",['Cincinnati'],['Rev. May 1981.'],['4 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 10.']","['Sanborn map, Cincinnati, Ohio, vol. 10.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
122,['Map'],['VA0000936854 / 1998-08-24 '],"['Sanborn map, Cincinnati, Ohio, vol. 11.']","['Cincinnati, Ohio : vol. 11.']",['Cincinnati'],['Rev. May 1981.'],['5 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 11.']","['Sanborn map, Cincinnati, Ohio, vol. 11.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
123,['Map'],['VA0000936855 / 1998-08-24 '],"['Sanborn map, Cincinnati, Ohio, vol. 5.']","['Cincinnati, Ohio : vol. 5.']",['Cincinnati'],['Rev. Apr. 1981.'],['5 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-04-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 5.']","['Sanborn map, Cincinnati, Ohio, vol. 5.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
124,['Map'],['VA0000936850 / 1998-08-24 '],"['Sanborn map, Cincinnati, Ohio, vol. 6; Sanborn fire insurance map.']","['Cincinnati, Ohio : vol. 6.']",['Cincinnati'],['Rev. May 1981.'],['4 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 6.']","['Sanborn map, Cincinnati, Ohio, vol. 6', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
125,['Map'],['VA0000936849 / 1998-08-24 '],"['Sanborn map, Cincinnati, Ohio, vol. 7; Sanborn fire insurance map.']","['Cincinnati, Ohio : vol. 7.']",['Cincinnati'],['Rev. May 1981.'],['4 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 7.']","['Sanborn map, Cincinnati, Ohio, vol. 7', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
126,['Map'],['VA0000936852 / 1998-08-24 '],"['Sanborn map, Dayton, Ohio, vol. 4; Sanborn fire insurance map.']","['Cincinnati, Ohio : vol. 8.']",['Cincinnati'],['Rev. May 1981.'],['4 p.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],"['map: Sanborn Map Company, Inc., employer for hire.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Cincinnati, Ohio : vol. 8.']","['Sanborn map, Dayton, Ohio, vol. 4', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
127,['Text'],"['RE0000793260 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Columbus, Georgia.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Columbus, Georgia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
128,['Text'],"['RE0000793259 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Columbus, Georgia.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Columbus, Georgia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
129,['Map'],['VA0001052181 / 1999-10-15 '],"['Sanborn map, Columbus, OH, vol. 1, 1971.']","['Columbus, Ohio : vol. 1.']","['Columbus, OH']",['Rev. 1971.'],['4 p.'],"['Sanborn Map Company, Inc.']",['1971'],['1Jan71  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Columbus, Ohio : vol. 1.']","['Sanborn map, Columbus, OH, vol. 1, 1971.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
130,['Map'],['VA0001052150 / 1999-10-15 '],"['Sanborn map, Columbus, OH, vol. 2, 1971.']","['Columbus, Ohio : vol. 2.']","['Columbus, OH']",['Rev. to 1971.'],['4 p.'],"['Sanborn Map Company, Inc.']",['1971'],['1Jan71  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Columbus, Ohio : vol. 2.']","['Sanborn map, Columbus, OH, vol. 2, 1971.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
131,['Map'],['VA0001052151 / 1999-10-15 '],"['Sanborn map, Columbus, OH, vol. 3, 1971.']","['Columbus, Ohio : vol. 3.']","['Columbus, OH']",['Rev. to 1971.'],['4 p.'],"['Sanborn Map Company, Inc.']",['1971'],['1Jan71  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Columbus, Ohio : vol. 3.']","['Sanborn map, Columbus, OH, vol. 3, 1971.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
132,['Map'],['VA0001052171 / 1999-10-15 '],"['Sanborn map, Columbus, OH, vol. 4, 1971.']","['Columbus, Ohio : vol. 4.']","['Columbus, OH']",['Rev. 1971.'],['3 p.'],"['Sanborn Map Company, Inc.']",['1971'],['1Jan71  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Columbus, Ohio : vol. 4.']","['Sanborn map, Columbus, OH, vol. 4, 1971.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
133,['Map'],['VA0000992798 / 2000-02-11 '],"['Sanborn map, Coronado, CA 1988.']","['Coronado, Cal.']","['Coronado, CA']",['Rev. Sept. 1988.'],['1 v.'],"['Sanborn Map Company, Inc.']",['1988'],['1988-09-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],"['Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
134,['Map'],['VA0000992812 / 2000-02-11 '],"['Sanborn map, Coronado, CA, 1988.']","['Coronado, Cal.']","['Coronado, CA']",['Rev. Sept. 1988.'],['5 p.'],"['Sanborn Map Company, Inc.']",['1988'],['1988-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],"['Sanborn Map Company, Inc.']",['Maps.'],[],[],[],[],[],[]
135,['Map'],['VA0001003771 / 1999-08-13 '],"['Sanborn Map Coronado, CA, 1988; Sanborn fire insurance map.']","['Coronado, CAL.']","['Coronado, CA']",['Rev. Sept. 1988.'],[],"['Sanborn Library, LLC']",['1988'],['1988-09-01 '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],"['Sanborn Map Coronado, CA, 1988', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
136,['Map'],['VA0000855793 / 1997-06-10 '],"['Sanborn map Darien, Connecticut; Sanborn fire insurance map.']","['Darien, Conn.']","['Darien, CT']",['Rev. 1976.'],['Map.'],"['Sanborn Map Company, Inc.']",['1976'],['1976-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map Darien, Connecticut', 'Sanborn fire insurance map']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
137,['Text'],"['RE0000793247 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Davenport, Iowa.  Vol. 1A.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Davenport, Iowa']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
138,['Map'],['VA0001063119 / 1999-10-15 '],"['Sanborn map--Davenport, Iowa : vol. 2, 1980.']","['Davenport, Iowa : vol. 2, 1980.']","['Davenport, IA']",[],['Map.'],"['Sanborn Library, LLC']",['1980'],['1980-07-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Davenport, Iowa : vol. 2, 1980.']","['Sanborn map--Davenport, Iowa : vol. 2, 1980.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Cataloged from appl.'],[],[],[],[],[],[]
139,['Text'],"['RE0000793245 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Dayton, Ohio.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Dayton, Ohio']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
