,Type of Work:,Registration Number / Date:,Title:,Copyright Claimant:,Basis of Claim:,Variant title:,Other Title:,Names:,Copyright Note:,Area Covered:,Edition:,Description:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Notes:,Application Title:,Series:,Imprint:,Date in Notice:
181,['Text'],"['RE0000758433 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']","['Sanborn Map Wichita, Kansas 1964.  Vols. 2-3.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Wichita, Kansas 1964']","['Wichita, Kansas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",['C.O. correspondence.'],[],[],[],[],[],[],[],[],[],[],[],[]
182,['Text'],"['RE0000793678 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']","['Sanborn map Wichita, Kansas.  Vol. 1.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions and revisions.'],"['Sanborn map Wichita, Kansas']","['Wichita, Kansas']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
183,['Text'],"['RE0000794024 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan64  ']","['Sanborn Map Wichita, KS.  Vol. 3.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Wichita, KS.']","['Wichita, KS']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
184,['Text'],"['RE0000754444 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov64  ']","['Sanborn Map Wilkes-Barre, Pennsylvania 1964.  Vol. 2.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Wilkes-Barre, Pennsylvania 1964']","['Wilkes-Barre, Pennsylvania 1964']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
185,['Text'],"['RE0000754445 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']","['Sanborn Map Williamsport, Pennsylvania 1965.  Vols. 1-2.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Williamsport, Pennsylvania 1965']","['Williamsport, Pennsylvania 1965']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
186,['Text'],"['RE0000752231 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-11-01  ']","['Sanborn Map Wilmington, North Carolina 1964.  Vol. 2.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Wilmington, North Carolina 1964.']","['Wilmington, North Carolina 1964']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
187,['Text'],"['RE0000793319 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']","['Sanborn map Wilmington, North Carolina.  Vol. 1.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions and revisions.'],"['Sanborn map Wilmington, North Carolina.  Vol. 1.']","['Wilmington, North Carolina.  Vol. 1']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
188,['Text'],"['RE0000754342 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']","['Sanborn Map Winchester, Massachusetts 1969.  By Sanborn Map Company.']","['EDR Sanborn, Inc.  (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Winchester, Massachusetts 1969']","['Winchester, Massachusetts 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
189,['Text'],"['RE0000751412 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec64  ']","['Sanborn map Windsor Locks, Connecticut, 1964.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revision.'],"['Sanborn map Windsor Locks, Connecticut, 1964.']","['windsor Locks, Connecticut, 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
190,['Text'],"['RE0000790434 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Dec64  ']","['Sanborn Map Windsor Locks, Connecticut.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Windsor Locks, Connecticut']","['Windsor Locks, Connecticut']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
191,['Text'],"['RE0000752230 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']","['Sanborn Map Winston-Salem, North Carolina 1969.  Vol. 1.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Winston-Salem, North Carolina 1969.']","['Winston-Salem, North Carolina 1969']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
192,['Text'],"['RE0000752842 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-02-24  ']","['Sanborn map Winter Haven, Florida, 1967.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: additions & revisions.'],"['Sanborn map Winter Haven, Florida, 1967']",['Sanborn Map Company'],"['EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
193,['Text'],"['RE0000761790 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Mar64  ']","['Sanborn Map Winter Park, Florida 1964.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Winter Park, Florida 1964.']","['Winter Park, Florida 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",['C.O. correspondence.'],[],[],[],[],[],[],[],[],[],[],[],[]
194,['Text'],"['RE0000752636 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']","['Sanborn Map Woburn, Massachusetts 1969.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Woburn, Massachusetts 1969.']","['Woburn, Massachusetts 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
195,['Text'],"['RE0000754353 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']","['Sanborn Map Woodstock, Vermont 1965.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Woodstock, Vermont 1965']","['Woodstock, Vermont 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
196,['Text'],"['RE0000754373 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']","['Sanborn Map Woonsocket, Rhode Island 1965.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Woonsocket, Rhode Island 1965']","['Woonsocket, Rhode Island 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
197,['Text'],"['RE0000755273 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug67  ']","['Sanborn Map Yakima, Washington 1967.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Yakima, Washington 1967']","['Yakima, Washington 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
198,['Text'],"['RE0000752204 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-08-01  ']","['Sanborn Map York, Maine 1965.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map York, Maine 1965']","['York, Maine 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
199,['Text'],"['RE0000752643 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']","['Sanborn Map Ypsilanti, Michigan 1964.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Ypsilanti, Michigan 1964.']","['Ypsilanti, Michigan 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
200,['Map'],['VAu000367478 / 1997-05-05 '],['Sanborn maps--Arkansas : vol. CD196.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Arkansas.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Arkansas'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Arkansas.'],[],[],[]
201,['Map'],['VAu000367481 / 1997-05-05 '],['Sanborn maps--Colorado : vol. CD199.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Colorado.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Colorado'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Colorado.'],[],[],[]
202,['Map'],['VAu000367469 / 1997-05-05 '],['Sanborn maps--Hawaii : vol. CD204.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Hawaii.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Hawaii'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Hawaii.'],[],[],[]
203,['Map'],['VAu000367470 / 1997-05-05 '],['Sanborn maps--Kansas : vol. CD210.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Kansas.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Kansas'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Kansas.'],[],[],[]
204,['Map'],['VAu000367467 / 1997-05-05 '],['Sanborn maps--Mississippi : vol. CD228.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Mississippi.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Mississippi'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Mississippi.'],[],[],[]
205,['Map'],['VAu000367474 / 1997-05-05 '],['Sanborn maps--Missouri : vol. CD190.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Missouri.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Missouri'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Missouri.'],[],[],[]
206,['Map'],['VAu000367473 / 1997-05-05 '],['Sanborn maps--Montana : vol. CD231.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Montana.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Montana'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Montana.'],[],[],[]
207,['Map'],['VAu000367480 / 1997-05-05 '],['Sanborn maps--Nevada : vol. CD217.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Nevada.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Nevada'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Nevada.'],[],[],[]
208,['Map'],['VAu000367472 / 1997-05-05 '],['Sanborn maps--New Hampshire : vol. CD235.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for New Hampshire.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['New Hampshire'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for New Hampshire.'],[],[],[]
209,['Map'],['VAu000367476 / 1997-05-05 '],['Sanborn maps--New Mexico : vol. CD236.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for New Mexico.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['New Mexico'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for New Mexico.'],[],[],[]
210,['Map'],['VAu000367468 / 1997-05-05 '],['Sanborn maps--North Carolina : vol. CD179.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for North Carolina.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['North Carolina'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for North Carolina.'],[],[],[]
211,['Map'],['VAu000367466 / 1997-05-05 '],['Sanborn maps--North Dakota : vol. CD237.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for North Dakota.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['North Dakota'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for North Dakota.'],[],[],[]
212,['Map'],['VAu000367479 / 1997-05-05 '],['Sanborn maps--Oregon : vol. CD44.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Oregon.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Oregon'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Oregon.'],[],[],[]
213,['Map'],['VAu000367483 / 1997-05-05 '],['Sanborn maps--Rhode Island : vol. CD74.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Rhode Island.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Rhode Island'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Rhode Island.'],[],[],[]
214,['Map'],['VAu000367475 / 1997-05-05 '],['Sanborn maps--Tennessee : vol. CD142.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Tennessee.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Tennessee'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Tennessee.'],[],[],[]
215,['Map'],['VAu000367471 / 1997-05-05 '],['Sanborn maps--Virginia : vol. CD242.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Virginia.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Virginia'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Virginia.'],[],[],[]
216,['Map'],['VAu000367477 / 1997-05-05 '],['Sanborn maps--Washington : vol. CD191.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for Washington.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['Washington'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for Washington.'],[],[],[]
217,['Map'],['VAu000367482 / 1997-05-05 '],['Sanborn maps--West Virginia : vol. CD246.'],"['EDR Sanborn, Inc.']",['New Matter: editing & new organization of maps.'],[],['Digital Sanborn maps for West Virginia.'],"['EDR Sanborn, Inc.']",['C.O. correspondence.'],['West Virginia'],[],['CD-ROM.'],['1996'],[],[],['Appl. states maps prev. pub.'],['Digital map.'],['Digital Sanborn maps for West Virginia.'],[],[],[]
218,['Map'],['VAu000367490 / 1997-05-05 '],"['South Carolina : vol. CD218 / Environmental Data Resources, Inc.']","['EDR Sanborn, Inc. (employer for hire)']",['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for South Carolina.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['C.O. correspondence.'],['South Carolina'],[],['CD-ROM.'],['1996'],[],[],['Preexisting material: prev. pub. maps.'],[],['Digital Sanborn maps for South Carolina.'],['Sanborn maps'],[],[]
219,['Map'],['VAu000367499 / 1997-05-05 '],"['South Dakota : vol. CD238 / Environmental Data Resources, Inc.']","['EDR Sanborn, Inc. (employer for hire)']",['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for South Dakota.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['C.O. correspondence.'],['South Dakota'],[],['CD-ROM.'],['1996'],[],[],['Preexisting material: prev. pub. maps.'],[],['Digital Sanborn maps for South Dakota.'],['Sanborn maps'],[],[]
220,['Text'],"['RE0000793261 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan68  ']","['Spartanburg, South Carolina.  Vol. 1.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Spartanburg, South Carolina']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
221,['Text'],"['RE0000752223 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-10-01  ']","['Springfield, Missouri, 1969.  Vol. 1.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Springfield, Missouri, 1969']",['Sanborn Map Company'],"['EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[],[]
222,['Text'],"['RE0000752219 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-04-01  ']","['St. Joseph, Michigan, 1965.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['St. Joseph, Michigan, 1965']","['Sanborn Map Company', 'Saint Joseph, Michigan, 1965']","['EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[],[]
223,['Text'],"['RE0000752222 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-12-01  ']","['St. Paul, Minnesota, 1965.  Vol. 9.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['St. Paul, Minnesota, 1965']","['Sanborn Map Company', 'Saint Paul, Minnesota, 1965']","['EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[],[]
224,['Text'],"['RE0000793257 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']","['St. Paul, Minnesota.  Vol. 2.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['St. Paul, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
225,['Text'],"['RE0000793265 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan67  ']","['St. Paul, Minnesota.  Vol. 6.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['St. Paul, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
226,['Map'],['VAu000383600 / 1997-03-21 '],"['Texas, 03/18/97 : vol. CD92 / Environmental Data Resources, Inc.']","['EDR Sanborn, Inc. (employer for hire)']",['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Texas']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['C.O. correspondence.'],['Texas'],[],['CD-ROM.'],['1996'],[],[],['Preexisting material: prev. pub. maps.'],[],['Digital Sanborn maps for Texas.'],['Sanborn maps'],[],[]
227,['Text'],"['RE0000793246 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan68  ']","['Topeka, Kansas.  Vol. 1.  By Sanborn Map Company, Inc.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Topeka, Kansas']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],[],[],[]
228,['Text'],"['RE0000794202 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']","['Topeka, Kansas.  Vol. 2.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Topeka, Kansas']",[],"['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[],[]
229,['Text'],"['RE0000752226 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']","['Traverse City, Michigan, 1965.  By Sanborn Map Company.']","['EDR Sanborn, Inc. (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Traverse City, Michigan, 1965']",['Sanborn Map Company'],"['EDR Sanborn, Inc.']",[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[],[]
230,['Map'],['VAu000367493 / 1997-05-05 '],"['Utah : vol. CD239 / Environmental Data Resources, Inc.']","['EDR Sanborn, Inc. (employer for hire)']",['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Utah.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['C.O. correspondence.'],['Utah'],[],['CD-ROM.'],['1996'],[],[],['Preexisting material: prev. pub. maps.'],[],['Digital Sanborn maps for Utah.'],['Sanborn maps'],[],[]
231,['Map'],['VA0001058461 / 1998-11-03 '],"['Wahiawa, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Wahiawa, HI, 1990', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],"['Wahiawa, HI']",['Rev. 1990.'],[],['1990'],['1990-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Wahiawa, HI, 1990; Sanborn fire insurance map.']",[],[],[]
232,['Map'],['VA0001060562 / 1998-11-03 '],"['Wahiawa, Hawaii : no. 5727.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],"['Wahiawa, Hawaii : no. 5727.']","['Sanborn Map, Wahiawa, HI 1991', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],"['Wahiawa, HI']",[],['Sheets.'],['1991'],['1991-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Map versions prev. pub.'],[],"['Sanborn Map, Wahiawa, HI 1991; Sanborn fire insurance map.']",[],[],[]
233,['Map'],['VA0001058475 / 1998-11-03 '],"['Waialua, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Waialua, HI, 1991', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],"['Waialua, HI']",['Rev. June 1991.'],[],['1991'],['1991-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Waialua, HI, 1991; Sanborn fire insurance map.']",[],[],[]
234,['Map'],['VA0001058448 / 1998-11-03 '],"['Waialua, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Waialua, HI, 1990', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['C.O. correspondence.'],"['Waialua, HI']",['Rev. 1990.'],[],['1990'],['1990-06-01  '],"['Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Waialua, HI, 1990; Sanborn fire insurance map.']",[],[],[]
235,['Map'],['VA0001060572 / 1998-11-03 '],"['Waihapu, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn Map, Waihapu, HI, 1987', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],"['Waihapu, HI']",[],['Sheets.'],['1987'],['1987-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Map versions prev. pub.'],[],"['Sanborn Map, Waihapu, HI, 1987; Sanborn fire insurance map.']",[],[],[]
236,['Map'],['VA0001060565 / 1998-11-03 '],"['Wailuku, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn Map, Wailuku, HI 1980', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],"['Wailuku, HI']",[],['Sheets.'],['1980'],['1980-02-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Map versions prev. pub.'],[],"['Sanborn Map, Wailuku, HI 1980; Sanborn fire insurance map.']",[],[],[]
237,['Map'],['VA0001060566 / 1998-11-03 '],"['Wailuku, Hawaii : no. 5729.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],"['Wailuku, Hawaii : no. 5729.']","['Sanborn Map, Wailuku, HI 1990', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],"['Wailuku, HI']",[],['Sheets.'],['1990'],['1990-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Map versions prev. pub.'],[],"['Sanborn Map, Wailuku, HI 1990; Sanborn fire insurance map.']",[],[],[]
